14:17:53	142.9
14:17:54	140.8
14:17:55	140.7
14:17:56	140.7
14:17:57	142.9
14:17:58	140.7
14:17:59	142.7
14:18:00	140.6
14:18:01	140.5
14:18:02	142.7
14:18:03	142.7
14:18:04	140.6
14:18:05	149.4
14:18:06	149.4
14:18:07	151.7
14:18:08	151.7
14:18:09	142.8
14:18:10	140.6
14:18:11	140.6
14:18:12	142.7
14:18:13	140.5
14:18:14	142.7
14:18:15	142.7
14:18:16	140.6
14:18:17	145.0
14:18:18	144.9
14:18:19	140.6
14:18:20	140.5
14:18:21	140.6
14:18:22	142.7
14:18:23	142.7
14:18:24	140.6
14:18:25	140.6
14:18:26	140.5
14:18:27	142.7
14:18:28	142.7
14:18:29	142.7
14:18:30	142.8
14:18:31	140.7
14:18:32	142.8
14:18:33	142.9
14:18:34	142.8
14:18:35	142.9
14:18:36	142.9
14:18:37	142.7
14:18:38	149.4
14:18:39	151.5
14:18:40	151.6
14:18:41	151.6
14:18:42	151.6
14:18:43	149.3
14:18:44	149.3
14:18:45	151.7
14:18:46	151.8
14:18:47	143.6
14:18:48	143.6
14:18:49	137.1
14:18:50	147.3
14:18:51	156.1
14:18:52	156.1
14:18:53	156.1
14:18:54	156.0
14:18:55	156.0
14:18:56	156.0
14:18:57	156.0
14:18:58	155.9
14:18:59	158.1
14:19:00	158.1
14:19:01	155.9
14:19:02	158.1
14:19:03	156.0
14:19:04	151.6
14:19:05	149.4
14:19:06	149.4
14:19:07	145.1
14:19:08	142.7
14:19:09	142.7
14:19:10	140.7
14:19:11	142.7
14:19:12	142.8
14:19:13	142.9
14:19:14	140.7
14:19:15	142.9
14:19:16	142.9
14:19:17	142.9
14:19:18	142.9
14:19:19	142.9
14:19:20	142.9
14:19:21	142.9
14:19:22	142.8
14:19:23	142.7
14:19:24	142.7
14:19:25	142.7
14:19:26	142.8
14:19:27	142.8
14:19:28	142.9
14:19:29	142.9
14:19:30	142.9
14:19:31	142.9
14:19:32	142.9
14:19:33	145.1
14:19:34	142.9
14:19:35	142.9
14:19:36	140.8
14:19:37	145.3
14:19:38	140.8
14:19:39	142.9
14:19:40	142.9
14:19:41	143.0
14:19:42	142.9
14:19:43	142.9
14:19:44	142.9
14:19:45	142.9
14:19:46	142.9
14:19:47	142.9
14:19:48	149.5
14:19:49	149.5
14:19:50	149.5
14:19:51	149.5
14:19:52	151.8
14:19:53	151.6
14:19:54	151.6
14:19:55	149.4
14:19:56	149.5
14:19:57	149.5
14:19:58	151.8
14:19:59	151.8
14:20:00	151.8
14:20:01	151.7
14:20:02	151.7
14:20:03	151.7
